	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip	full_name	passed_replicate_correlations
SRX3269807	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158169	SRP119754	PRJNA413928	413928	SRS2581515	SAMN07774300	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590911	7774300	GSE104816	GSM2808317	29240826	WT				True	True	True	pamR	wt_stat	wt_exp	168 pAC834	CH			37.0		1.5	stationary			pamR:wt_stat	True
SRX3269808	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158170	SRP119754	PRJNA413928	413928	SRS2581516	SAMN07774299	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590912	7774299	GSE104816	GSM2808318	29240826	WT				True	True	True	pamR	wt_stat	wt_exp	168 pAC834	CH			37.0		1.5	stationary			pamR:wt_stat	True
SRX3269809	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158171	SRP119754	PRJNA413928	413928	SRS2581517	SAMN07774307	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590913	7774307	GSE104816	GSM2808319	29240826	WT				True	True	True	pamR	wt_stat	wt_exp	168 pAC834	CH			37.0		1.5	stationary			pamR:wt_stat	True
SRX3269810	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158172	SRP119754	PRJNA413928	413928	SRS2581518	SAMN07774309	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590914	7774309	GSE104816	GSM2808320	29240826	DydcH				True	True	True	pamR	delydhC_stat	wt_exp	168 pAC834	CH			37.0		1.5	stationary			pamR:delydhC_stat	True
SRX3269811	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158173	SRP119754	PRJNA413928	413928	SRS2581520	SAMN07774308	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	4590915	7774308	GSE104816	GSM2808321	29240826	DydcH				True	True	True	pamR	delydhC_stat	wt_exp	168 pAC834	CH			37.0		1.5	stationary			pamR:delydhC_stat	True
SRX4703435	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852774	SRP162037	PRJNA491499	491499	SRS3797515	SAMN10079059	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369713	10079059	GSE120050	GSM3392538	25099370					True	True	True	decay	wt	wt	168 trpC2 thr-5	LB					0.4				decay:wt	True
SRX4703436	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852775	SRP162037	PRJNA491499	491499	SRS3797493	SAMN10079057	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369714	10079057	GSE120050	GSM3392539	25099370					True	True	True	decay	wt	wt	168 trpC2 thr-5	LB					0.4				decay:wt	True
SRX4703437	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852776	SRP162037	PRJNA491499	491499	SRS3797494	SAMN10079056	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369715	10079056	GSE120050	GSM3392540	25099370					True	True	True	decay	wt	wt	168 trpC2 thr-5	LB					0.4				decay:wt	True
SRX4703438	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852777	SRP162037	PRJNA491499	491499	SRS3797495	SAMN10079054	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369716	10079054	GSE120050	GSM3392541	25099370					True	True	True	decay	delpnpA	wt	168 trpC2 thr-5 del_pnpA	LB					0.4				decay:delpnpA	True
SRX4703439	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852778	SRP162037	PRJNA491499	491499	SRS3797496	SAMN10079112	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369717	10079112	GSE120050	GSM3392542	25099370					True	True	True	decay	delpnpA	wt	168 trpC2 thr-5 del_pnpA	LB					0.4				decay:delpnpA	True
SRX4703440	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852779	SRP162037	PRJNA491499	491499	SRS3797499	SAMN10079110	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369718	10079110	GSE120050	GSM3392543	25099370					True	True	True	decay	delpnpA	wt	168 trpC2 thr-5 del_pnpA	LB					0.4				decay:delpnpA	True
SRX5177009	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366689	SRP174365	PRJNA511580	511580	SRS4184281	SAMN10640312	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991940	10640312	GSE124307	GSM3528723	32313019	NCIB 3610	WT			True	True	True	tasA	wt_72h	wt_24h	NCIB3610	MSgg			30.0			biofilm			tasA:wt_72h	True
SRX5177010	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366690	SRP174365	PRJNA511580	511580	SRS4184282	SAMN10640311	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991941	10640311	GSE124307	GSM3528724	32313019	NCIB 3610	WT			True	True	True	tasA	wt_72h	wt_24h	NCIB3610	MSgg			30.0			biofilm			tasA:wt_72h	True
SRX5177011	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366691	SRP174365	PRJNA511580	511580	SRS4184283	SAMN10640310	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991942	10640310	GSE124307	GSM3528725	32313019	NCIB 3610	Single tasA mutant			True	True	True	tasA	deltasA_72h	wt_24h	NCIB3610 del_tasA	MSgg			30.0			biofilm			tasA:deltasA_72h	True
SRX5177012	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366692	SRP174365	PRJNA511580	511580	SRS4184284	SAMN10640309	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991943	10640309	GSE124307	GSM3528726	32313019	NCIB 3610	Single tasA mutant			True	True	True	tasA	deltasA_72h	wt_24h	NCIB3610 del_tasA	MSgg			30.0			biofilm			tasA:deltasA_72h	True
SRX7354731	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677703	SRP174365	PRJNA511580	511580	SRS5814106	SAMN13549502	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638304	13549502	GSE124307	GSM4216707	32313019	NCIB 3610	WT			True	True	True	tasA	wt_24h	wt_24h	NCIB3610	MSgg			30.0			biofilm			tasA:wt_24h	True
SRX7354732	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677704	SRP174365	PRJNA511580	511580	SRS5814111	SAMN13549501	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638305	13549501	GSE124307	GSM4216708	32313019	NCIB 3610	WT			True	True	True	tasA	wt_24h	wt_24h	NCIB3610	MSgg			30.0			biofilm			tasA:wt_24h	True
SRX7354733	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677705	SRP174365	PRJNA511580	511580	SRS5814109	SAMN13549500	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638306	13549500	GSE124307	GSM4216709	32313019	NCIB 3610	WT			True	True	True	tasA	wt_48h	wt_24h	NCIB3610	MSgg			30.0			biofilm			tasA:wt_48h	True
SRX7354734	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677706	SRP174365	PRJNA511580	511580	SRS5814110	SAMN13549499	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638307	13549499	GSE124307	GSM4216710	32313019	NCIB 3610	WT			True	True	True	tasA	wt_48h	wt_24h	NCIB3610	MSgg			30.0			biofilm			tasA:wt_48h	True
SRX7354735	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677707	SRP174365	PRJNA511580	511580	SRS5814114	SAMN13549498	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638308	13549498	GSE124307	GSM4216711	32313019	NCIB 3610	Single tasA mutant			True	True	True	tasA	deltasA_24h	wt_24h	NCIB3610 del_tasA	MSgg			30.0			biofilm			tasA:deltasA_24h	True
SRX7354736	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677708	SRP174365	PRJNA511580	511580	SRS5814112	SAMN13549497	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638309	13549497	GSE124307	GSM4216712	32313019	NCIB 3610	Single tasA mutant			True	True	True	tasA	deltasA_24h	wt_24h	NCIB3610 del_tasA	MSgg			30.0			biofilm			tasA:deltasA_24h	True
SRX7354737	2020-03-25 17:13:59	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677709	SRP174365	PRJNA511580	511580	SRS5814113	SAMN13549496	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638310	13549496	GSE124307	GSM4216713	32313019	NCIB 3610	Single tasA mutant			True	True	True	tasA	deltasA_48h	wt_24h	NCIB3610 del_tasA	MSgg			30.0			biofilm			tasA:deltasA_48h	True
SRX7354738	2020-03-25 17:13:59	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677710	SRP174365	PRJNA511580	511580	SRS5814115	SAMN13549495	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638311	13549495	GSE124307	GSM4216714	32313019	NCIB 3610	Single tasA mutant			True	True	True	tasA	deltasA_48h	wt_24h	NCIB3610 del_tasA	MSgg			30.0			biofilm			tasA:deltasA_48h	True
SRX5278698	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473179	SRP181188	PRJNA516445	516445	SRS4278665	SAMN10788814	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115484	10788814	GSE125467	GSM3574692	32176689					True	True	True	heatshock	wt_37C	wt_37C	168 trpC2	LB			37.0		0.4	mid-exponential			heatshock:wt_37C	True
SRX5278699	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473180	SRP181188	PRJNA516445	516445	SRS4278666	SAMN10788819	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115485	10788819	GSE125467	GSM3574693	32176689					True	True	True	heatshock	wt_37C	wt_37C	168 trpC2	LB			37.0		0.4	mid-exponential			heatshock:wt_37C	True
SRX5278700	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473181	SRP181188	PRJNA516445	516445	SRS4278667	SAMN10788818	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115486	10788818	GSE125467	GSM3574694	32176689					True	True	True	heatshock	wt_37C	wt_37C	168 trpC2	LB			37.0		0.4	mid-exponential			heatshock:wt_37C	True
SRX5278701	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473182	SRP181188	PRJNA516445	516445	SRS4278668	SAMN10788817	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115487	10788817	GSE125467	GSM3574695	32176689					True	True	True	heatshock	wt_48C	wt_37C	168 trpC2	LB			48.0		0.4	mid-exponential			heatshock:wt_48C	True
SRX5278702	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473183	SRP181188	PRJNA516445	516445	SRS4278669	SAMN10788816	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115488	10788816	GSE125467	GSM3574696	32176689					True	True	True	heatshock	wt_48C	wt_37C	168 trpC2	LB			48.0		0.4	mid-exponential			heatshock:wt_48C	True
SRX5278703	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473184	SRP181188	PRJNA516445	516445	SRS4278671	SAMN10788815	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115489	10788815	GSE125467	GSM3574697	32176689					True	True	True	heatshock	wt_48C	wt_37C	168 trpC2	LB			48.0		0.4	mid-exponential			heatshock:wt_48C	True
SRX5278704	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473185	SRP181188	PRJNA516445	516445	SRS4278670	SAMN10788813	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115490	10788813	GSE125467	GSM3574698	32176689					True	True	True	heatshock	wt_53C	wt_37C	168 trpC2	LB			53.0		0.4	mid-exponential			heatshock:wt_53C	True
SRX5278705	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473186	SRP181188	PRJNA516445	516445	SRS4278672	SAMN10788812	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115491	10788812	GSE125467	GSM3574699	32176689					True	True	True	heatshock	wt_53C	wt_37C	168 trpC2	LB			53.0		0.4	mid-exponential			heatshock:wt_53C	True
SRX5278707	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473188	SRP181188	PRJNA516445	516445	SRS4278675	SAMN10788810	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115493	10788810	GSE125467	GSM3574701	32176689					True	True	True	heatshock	wt_48_53C	wt_37C	168 trpC2	LB			53.0		0.4	mid-exponential			heatshock:wt_48_53C	True
SRX5278708	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473189	SRP181188	PRJNA516445	516445	SRS4278674	SAMN10788809	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115494	10788809	GSE125467	GSM3574702	32176689					True	True	True	heatshock	wt_48_53C	wt_37C	168 trpC2	LB			53.0		0.4	mid-exponential			heatshock:wt_48_53C	True
SRX5278709	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473190	SRP181188	PRJNA516445	516445	SRS4278676	SAMN10788808	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115495	10788808	GSE125467	GSM3574703	32176689					True	True	True	heatshock	wt_48_53C	wt_37C	168 trpC2	LB			53.0		0.4	mid-exponential			heatshock:wt_48_53C	True
SRX5278710	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473191	SRP181188	PRJNA516445	516445	SRS4278678	SAMN10788807	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115496	10788807	GSE125467	GSM3574704	32176689					True	True	True	heatshock	delrelA_37C	wt_37C	168 trpC2 del_relA	LB			37.0		0.4	mid-exponential			heatshock:delrelA_37C	True
SRX5278711	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473192	SRP181188	PRJNA516445	516445	SRS4278677	SAMN10788806	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115497	10788806	GSE125467	GSM3574705	32176689					True	True	True	heatshock	delrelA_37C	wt_37C	168 trpC2 del_relA	LB			37.0		0.4	mid-exponential			heatshock:delrelA_37C	True
SRX5278713	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473194	SRP181188	PRJNA516445	516445	SRS4278681	SAMN10788804	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115499	10788804	GSE125467	GSM3574707	32176689					True	True	True	heatshock	delrelA_48C	wt_37C	168 trpC2 del_relA	LB			48.0		0.4	mid-exponential			heatshock:delrelA_48C	True
SRX5278714	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473195	SRP181188	PRJNA516445	516445	SRS4278680	SAMN10788803	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115500	10788803	GSE125467	GSM3574708	32176689					True	True	True	heatshock	delrelA_48C	wt_37C	168 trpC2 del_relA	LB			48.0		0.4	mid-exponential			heatshock:delrelA_48C	True
SRX5278715	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473196	SRP181188	PRJNA516445	516445	SRS4278682	SAMN10788802	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115501	10788802	GSE125467	GSM3574709	32176689					True	True	True	heatshock	delrelA_48C	wt_37C	168 trpC2 del_relA	LB			48.0		0.4	mid-exponential			heatshock:delrelA_48C	True
SRX5278716	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473197	SRP181188	PRJNA516445	516445	SRS4278683	SAMN10788801	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115502	10788801	GSE125467	GSM3574710	32176689					True	True	True	heatshock	ppGpp_null_37C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53.0		0.4	mid-exponential			heatshock:ppGpp_null_37C	True
SRX5278717	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473198	SRP181188	PRJNA516445	516445	SRS4278684	SAMN10788800	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115503	10788800	GSE125467	GSM3574711	32176689					True	True	True	heatshock	ppGpp_null_37C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53.0		0.4	mid-exponential			heatshock:ppGpp_null_37C	True
SRX5278718	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473199	SRP181188	PRJNA516445	516445	SRS4278685	SAMN10788799	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115504	10788799	GSE125467	GSM3574712	32176689					True	True	True	heatshock	ppGpp_null_37C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53.0		0.4	mid-exponential			heatshock:ppGpp_null_37C	True
SRX5278719	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473200	SRP181188	PRJNA516445	516445	SRS4278686	SAMN10788798	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115505	10788798	GSE125467	GSM3574713	32176689					True	True	True	heatshock	ppGpp_null_48C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53.0		0.4	mid-exponential			heatshock:ppGpp_null_48C	True
SRX5278720	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473201	SRP181188	PRJNA516445	516445	SRS4278688	SAMN10788797	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115506	10788797	GSE125467	GSM3574714	32176689					True	True	True	heatshock	ppGpp_null_48C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53.0		0.4	mid-exponential			heatshock:ppGpp_null_48C	True
SRX5278721	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473202	SRP181188	PRJNA516445	516445	SRS4278687	SAMN10788796	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115507	10788796	GSE125467	GSM3574715	32176689					True	True	True	heatshock	ppGpp_null_48C	wt_37C	168 trpC2 del_relA relPE154V relQE139V	LB			53.0		0.4	mid-exponential			heatshock:ppGpp_null_48C	True
SRX5347612	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545510	SRP184510	PRJNA521365	521365	SRS4339419	SAMN10884335	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223062	10884335	GSE126233	GSM3594042	31237868		comIQ12L			True	True	True	swarming	comIQ12L	comIQ12L	NCIB3610 comIQ12L	LB			37.0		0.3	mid-exponential			swarming:comIQ12L	True
SRX5347613	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545511	SRP184510	PRJNA521365	521365	SRS4339418	SAMN10884334	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223063	10884334	GSE126233	GSM3594043	31237868		comIQ12L			True	True	True	swarming	comIQ12L	comIQ12L	NCIB3610 comIQ12L	LB			37.0		0.3	mid-exponential			swarming:comIQ12L	True
SRX5347614	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545512	SRP184510	PRJNA521365	521365	SRS4339421	SAMN10884333	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223064	10884333	GSE126233	GSM3594044	31237868		comIQ12L			True	True	True	swarming	comIQ12L	comIQ12L	NCIB3610 comIQ12L	LB			37.0		0.3	mid-exponential			swarming:comIQ12L	True
SRX5347615	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545513	SRP184510	PRJNA521365	521365	SRS4339420	SAMN10884332	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223065	10884332	GSE126233	GSM3594045	31237868		comIQ12 <delta>efp			True	True	True	swarming	comIQ12L_delefp	comIQ12L	NCIB3610 comIQ12L del_efp	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp	True
SRX5347616	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545514	SRP184510	PRJNA521365	521365	SRS4339422	SAMN10884331	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223066	10884331	GSE126233	GSM3594046	31237868		comIQ12 <delta>efp			True	True	True	swarming	comIQ12L_delefp	comIQ12L	NCIB3610 comIQ12L del_efp	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp	True
SRX5347617	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545515	SRP184510	PRJNA521365	521365	SRS4339423	SAMN10884330	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223067	10884330	GSE126233	GSM3594047	31237868		comIQ12 <delta>efp			True	True	True	swarming	comIQ12L_delefp	comIQ12L	NCIB3610 comIQ12L del_efp	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp	True
SRX5347618	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545516	SRP184510	PRJNA521365	521365	SRS4339425	SAMN10884329	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223068	10884329	GSE126233	GSM3594048	31237868		comIQ12 <delta>efp fliYS164A			True	True	True	swarming	comIQ12L_delefp_fliYS164A	comIQ12L	NCIB3610 comIQ12L del_efp fliYS164A	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp_fliYS164A	True
