SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
zosA,BSU_13850,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
minJ,BSU_35220,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
efp,BSU_24450,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
nucA,BSU_03430,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ktrB,BSU_31100,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ktrD,BSU_13500,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
nrgA,BSU_36510,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
atpC,BSU_36800,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
citS,BSU_07580,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ykcC,BSU_12890,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ykoT,BSU_13390,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
fruA,BSU_14400,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ytzA,BSU_29170,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
alsT,BSU_18120,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
atpA,BSU_36830,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
atpB,BSU_36870,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
atpD,BSU_36810,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
atpF,BSU_36850,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ftsH,BSU_00690,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
gltT,BSU_10220,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mcpA,BSU_31240,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mcpC,BSU_13950,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
nupG,BSU_39020,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pyrP,BSU_15480,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
qoxA,BSU_38170,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
qoxB,BSU_38160,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
niaP,BSU_02950,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
bcaP,BSU_09460,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yknW,BSU_14340,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yuiF,BSU_32040,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yvsH,BSU_33330,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yxaI,BSU_39960,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfkC,BSU_07940,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ykuT,BSU_14210,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tatCY,BSU_05990,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tlpA,BSU_31250,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yerB,BSU_06570,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pbpG,BSU_37510,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pbpF,BSU_10110,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
gerT,BSU_19490,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
iseA,BSU_18380,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
walK,BSU_40400,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yhaP,BSU_09900,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
artQ,BSU_23970,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mcpB,BSU_31260,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
rasP,BSU_16560,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
comFA,BSU_35470,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ycnJ,BSU_03950,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mscL,BSU_36360,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
divIB,BSU_15240,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
appC,BSU_11400,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
oppB,BSU_11440,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yxeN,BSU_39490,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
opuAB,BSU_02990,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
amyC,BSU_30290,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
amyD,BSU_30280,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
appB,BSU_11390,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
cydC,BSU_38740,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
cydD,BSU_38730,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
dppB,BSU_12930,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
dppC,BSU_12940,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
feuB,BSU_01620,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
feuC,BSU_01610,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
glnM,BSU_27450,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
glnP,BSU_27460,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
lplB,BSU_07110,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
lplC,BSU_07120,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
metP,BSU_32740,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
oppC,BSU_11450,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
opuBB,BSU_33720,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
opuBD,BSU_33700,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
opuCB,BSU_33820,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
opuCD,BSU_33800,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
rbsC,BSU_35950,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
rbsD,BSU_35930,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ssuC,BSU_08850,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tcyL,BSU_29360,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tcyM,BSU_29350,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
znuB,BSU_02870,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yckA,BSU_03370,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ydaO,BSU_04320,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yesP,BSU_06980,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yesQ,BSU_06990,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfhA,BSU_08460,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfiB,BSU_08210,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfiC,BSU_08220,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfiZ,BSU_08450,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfmD,BSU_07510,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfmE,BSU_07500,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ygaD,BSU_08690,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
bmrD,BSU_09720,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
bmrC,BSU_09710,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yjkA,BSU_12240,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yknU,BSU_14320,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yknV,BSU_14330,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ysdB,BSU_28830,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ytcP,BSU_30170,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yteP,BSU_30135,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ythQ,BSU_30000,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ytlD,BSU_30620,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
nupP,BSU_31560,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
nupQ,BSU_31570,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
frlM,BSU_32580,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
frlN,BSU_32590,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ganP,BSU_34150,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ganQ,BSU_34140,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yvgM,BSU_33390,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yvrB,BSU_33170,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yybK,BSU_40610,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yybL,BSU_40600,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yydH,BSU_40160,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yydJ,BSU_40140,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
araP,BSU_28740,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
araQ,BSU_28730,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yhdK,BSU_09500,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yhdL,BSU_09510,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ebrA,BSU_17300,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ebrB,BSU_17290,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
cwlK,BSU_02810,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tagB,BSU_35760,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
narK,BSU_37320,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
sdpB,BSU_33760,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
srfAC,BSU_03510,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tatCD,BSU_02640,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
cdsA,BSU_16540,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
plsY,BSU_18070,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pgsA,BSU_16920,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIID,BSU_36750,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIP,BSU_25530,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
flhA,BSU_16390,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIISA,BSU_12830,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pbpB,BSU_15160,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
rny,BSU_16960,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
epsE,BSU_34330,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
resC,BSU_23130,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
cshA,BSU_04580,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yhcN,BSU_09150,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
csbX,BSU_27760,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
recN,BSU_24240,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIQ,BSU_36550,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ykvU,BSU_13830,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
bofA,BSU_00230,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIVFA,BSU_27980,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yabP,BSU_00600,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yabQ,BSU_00610,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yheC,BSU_09780,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yheD,BSU_09770,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ypuI,BSU_23200,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yutH,BSU_32270,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yabG,BSU_00430,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
prkC,BSU_15770,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
gerD,BSU_01550,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
comGF,BSU_24680,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mstX,BSU_31321,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoVE,BSU_15210,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoVD,BSU_15170,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yciB,BSU_03350,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
lonB,BSU_28210,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ftsW,BSU_14850,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
manP,BSU_12010,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ribU,BSU_23050,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
steT,BSU_12860,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqgP,BSU_24870,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
cheA,BSU_16430,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
deoD,BSU_19630,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
gcvPB,BSU_24550,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
rsiW,BSU_01740,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
sdpI,BSU_33780,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
skfF,BSU_01960,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
xhlB,BSU_12800,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yczF,BSU_03690,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yddI,BSU_04980,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ydhH,BSU_05760,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfjE,BSU_08130,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfkS,BSU_07770,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yfmQ,BSU_07380,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yhcC,BSU_09030,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yhcS,BSU_09200,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yitM,BSU_11040,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yitP,BSU_11070,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yjdJ,BSU_12070,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ykuH,BSU_14080,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ylaB,BSU_14720,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yneF,BSU_17910,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yojA,BSU_19520,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ypbD,BSU_23010,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ypiP,BSU_21850,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ypjA,BSU_22530,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ypmA,BSU_22390,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ypmR,BSU_21740,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqaC,BSU_26370,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqbB,BSU_26170,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqbM,BSU_26060,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yidC2,BSU_23890,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqjT,BSU_23750,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqkC,BSU_23650,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yqzG,BSU_24650,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ysdA,BSU_28840,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ytxG,BSU_29780,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ytzL,BSU_30739,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yueC,BSU_31850,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yufS,BSU_31590,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yuzG,BSU_32120,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ywjB,BSU_37220,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ywnC,BSU_36610,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ywnG,BSU_36570,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yxjJ,BSU_38930,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yyaP,BSU_40760,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yvbW,BSU_34010,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tatAD,BSU_02630,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
floA,BSU_25380,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
lytS,BSU_28930,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
desK,BSU_19190,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIJ,BSU_41040,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
atpE,BSU_36860,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
dhbF,BSU_31960,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pbuG,BSU_06370,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pbuX,BSU_22060,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
secDF,BSU_27650,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
secY,BSU_01360,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
srfAA,BSU_03480,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
srfAB,BSU_03490,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
swrC,BSU_06710,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yoaB,BSU_18540,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yodF,BSU_19580,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yuiG,BSU_32030,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yvbJ,BSU_33880,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
rsgI,BSU_13460,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
bmrA,BSU_34820,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
sunT,BSU_21470,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ywjA,BSU_37230,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
prsW,BSU_22940,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mifM,BSU_23880,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pspA,BSU_06180,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yknX,BSU_14350,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yvyD,BSU_35310,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
nupC,BSU_39410,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
sdhC,BSU_28450,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAA,BSU_24430,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAB,BSU_24420,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAC,BSU_24410,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAD,BSU_24400,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAG,BSU_24370,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAH,BSU_24360,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIAE,BSU_24390,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ptsG,BSU_13890,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tcyB,BSU_03600,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pstA,BSU_24970,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
pstC,BSU_24980,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
bdbD,BSU_33480,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoVM,BSU_15810,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
spoIIIE,BSU_16800,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
gpsB,BSU_22180,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
kinC,BSU_14490,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
ydbK,BSU_04500,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
comEA,BSU_25590,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
comGC,BSU_24710,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
thiX,BSU_13210,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
tcyP,BSU_09130,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
mreD,BSU_28010,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
yueB,BSU_31860,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
floT,BSU_31010,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
dynA,BSU_22030,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
sipS,BSU_23310,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
sipW,BSU_24630,SW 6.2,Groups of genes,membrane proteins,NA,NA,NA
lepA,BSU_25510,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
rbgA,BSU_16050,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
engA,BSU_22840,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
yqeH,BSU_25670,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
obg,BSU_27920,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
ynbA,BSU_17430,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
cpgA,BSU_15780,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
era,BSU_25290,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
ysxC,BSU_28190,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
thdF,BSU_41020,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
yyaF,BSU_40920,SW 6.3,Groups of genes,GTP-binding proteins,NA,NA,NA
bdhA,BSU_06240,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
lutC,BSU_34030,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
lutB,BSU_34040,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
cpgA,BSU_15780,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
nin,BSU_03420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
comK,BSU_10420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yrvO,BSU_27510,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gatC,BSU_06670,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ilvB,BSU_28310,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ilvC,BSU_28290,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
leuB,BSU_28270,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
leuC,BSU_28260,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mtnA,BSU_13550,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mtnK,BSU_13560,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
nadB,BSU_27870,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ywpJ,BSU_36290,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvyD,BSU_35310,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yvrO,BSU_33270,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ytxH,BSU_29770,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yloV,BSU_15840,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ylbN,BSU_15070,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yheA,BSU_09800,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yfmG,BSU_07480,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ydjO,BSU_06270,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ydcI,BSU_04780,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yciC,BSU_03360,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
yceE,BSU_02910,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
thyB,BSU_21820,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
thiC,BSU_08790,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ssbA,BSU_40900,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ssbB,BSU_36310,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
scoC,BSU_09990,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpsN,BSU_01290,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpsM,BSU_01410,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpsI,BSU_01500,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpsG,BSU_01110,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpoB,BSU_01070,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpoC,BSU_01080,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ytiA,BSU_30700,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpmGA,BSU_24900,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpsL,BSU_01100,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rplW,BSU_01180,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rplN,BSU_01260,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rpsH,BSU_01300,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
rplK,BSU_01020,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
recA,BSU_16940,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
radC,BSU_28040,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
purA,BSU_40420,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
pfkA,BSU_29190,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
oxdC,BSU_33240,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
odhA,BSU_19370,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
menB,BSU_30800,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
mcsA,BSU_00840,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
ganA,BSU_34130,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
katA,BSU_08820,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
hemB,BSU_28130,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
gudB,BSU_22960,SW 6.4,Groups of genes,phosphoproteins,NA,NA,NA
