UniProtKB	P45949	arsR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002108422|UniProtKB:P37309	P	Arsenical resistance operon repressor	UniProtKB:P45949|PTN002108560	protein	NCBITaxon:224308	20170228	GO_Central			regulation of DNA-templated transcription
UniProtKB	P09339	citB		GO:0030350	GO_REF:0000033	IBA	PANTHER:PTN000186700|MGI:MGI:87879|UniProtKB:O53166|RGD:2019|UniProtKB:Q0VCU1|UniProtKB:P21399|FB:FBgn0024958|UniProtKB:P48200|MGI:MGI:1928268|RGD:621539	F	Aconitate/2-methylaconitate hydratase	UniProtKB:P09339|PTN000186789	protein	NCBITaxon:224308	20230602	GO_Central			iron-responsive element binding
UniProtKB	P09339	citB		GO:0051539	GO_REF:0000033	IBA	PANTHER:PTN000186700|UniProtKB:Q0VCU1|UniProtKB:P25516|UniProtKB:P09339|RGD:621539|UniProtKB:P21399	F	Aconitate/2-methylaconitate hydratase	UniProtKB:P09339|PTN000186789	protein	NCBITaxon:224308	20230602	GO_Central			4 iron, 4 sulfur cluster binding
UniProtKB	P09339	citB		GO:0006101	GO_REF:0000033	IBA	PANTHER:PTN000186700|UniProtKB:Q0VCU1|UniProtKB:P21399|TAIR:locus:2125354|TAIR:locus:2063354|TAIR:locus:2116297	P	Aconitate/2-methylaconitate hydratase	UniProtKB:P09339|PTN000186789	protein	NCBITaxon:224308	20231108	GO_Central			citrate metabolic process
UniProtKB	P09339	citB		GO:0006099	GO_REF:0000033	IBA	PANTHER:PTN000186700|UniProtKB:Q8IDR8|UniProtKB:Q8ZP52	P	Aconitate/2-methylaconitate hydratase	UniProtKB:P09339|PTN000186789	protein	NCBITaxon:224308	20230110	GO_Central			tricarboxylic acid cycle
UniProtKB	P09339	citB		GO:0003994	GO_REF:0000033	IBA	PANTHER:PTN000186700|UniProtKB:Q0VCU1|FB:FBgn0024958|TAIR:locus:2063354|TAIR:locus:2125354|UniProtKB:P70920|RGD:2019|UniProtKB:O53166|MGI:MGI:87879|UniProtKB:P21399|UniProtKB:P09339|UniProtKB:Q8IDR8|WB:WBGene00000040|UniProtKB:P25516|UniProtKB:Q8ZP52|FB:FBgn0024957	F	Aconitate/2-methylaconitate hydratase	UniProtKB:P09339|PTN000186789	protein	NCBITaxon:224308	20230110	GO_Central			aconitate hydratase activity
UniProtKB	Q08352	ald		GO:0006524	GO_REF:0000033	IBA	PANTHER:PTN000017798|UniProtKB:P9WQB1	P	Alanine dehydrogenase	UniProtKB:Q08352|PTN000017799	protein	NCBITaxon:224308	20170228	GO_Central			alanine catabolic process
UniProtKB	Q08352	ald		GO:0000286	GO_REF:0000033	IBA	PANTHER:PTN000017798|UniProtKB:P9WQB1|UniProtKB:Q08352	F	Alanine dehydrogenase	UniProtKB:Q08352|PTN000017799	protein	NCBITaxon:224308	20170228	GO_Central			alanine dehydrogenase activity
UniProtKB	Q08792	ycxD		GO:0008483	GO_REF:0000033	IBA	PANTHER:PTN000203534|UniProtKB:P09053|SGD:S000001179|UniProtKB:A7XRY8|CGD:CAL0000187633|RGD:2948|SGD:S000003170|CGD:CAL0000197694|UniProtKB:Q8N5Z0	F	Uncharacterized HTH-type transcriptional regulator YcxD	UniProtKB:Q08792|PTN000203607	protein	NCBITaxon:224308	20230407	GO_Central			transaminase activity
UniProtKB	Q08792	ycxD		GO:1901605	GO_REF:0000033	IBA	PANTHER:PTN000203534|CGD:CAL0000187633|CGD:CAL0000197694|UniProtKB:Q8N5Z0|SGD:S000003170|UniProtKB:P09053|SGD:S000001179	P	Uncharacterized HTH-type transcriptional regulator YcxD	UniProtKB:Q08792|PTN000203607	protein	NCBITaxon:224308	20230407	GO_Central			alpha-amino acid metabolic process
UniProtKB	Q08791	ycxA		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN008516590|RGD:628608|MGI:MGI:1330284|FB:FBgn0033095|ZFIN:ZDB-GENE-110208-1|FB:FBgn0033955|UniProtKB:O15427|RGD:735117|RGD:1311468|RGD:3691|MGI:MGI:1933438|RGD:3690|UniProtKB:Q6ZSM3|FB:FBgn0033657|UniProtKB:Q8NCK7|RGD:620603|UniProtKB:P36021|SGD:S000005833|MGI:MGI:106013|MGI:MGI:1203732|MGI:MGI:1919722|RGD:69197|UniProtKB:P53985|UniProtKB:Q7RTY1|UniProtKB:O60669|UniProtKB:Q8TF71	F	Uncharacterized MFS-type transporter YcxA	UniProtKB:Q08791|PTN000145396	protein	NCBITaxon:224308	20231108	GO_Central			transmembrane transporter activity
UniProtKB	Q08791	ycxA		GO:0006810	GO_REF:0000033	IBA	PANTHER:PTN008516590|MGI:MGI:1919722|RGD:3691|RGD:1311468|UniProtKB:P53985|RGD:69197|UniProtKB:Q7RTY1|UniProtKB:O60669|UniProtKB:Q8TF71|RGD:3690|UniProtKB:Q6ZSM3|FB:FBgn0033657|RGD:628608|RGD:620603|UniProtKB:P36021|SGD:S000005833|FB:FBgn0033095|ZFIN:ZDB-GENE-110208-1|FB:FBgn0033955|MGI:MGI:106013|MGI:MGI:1203732|UniProtKB:O15427|FB:FBgn0033028	P	Uncharacterized MFS-type transporter YcxA	UniProtKB:Q08791|PTN000145396	protein	NCBITaxon:224308	20230926	GO_Central			transport
UniProtKB	Q08791	ycxA		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN008516590|RGD:1311468|RGD:3691|RGD:735117|MGI:MGI:1933438|UniProtKB:Q6ZSM3|FB:FBgn0033657|RGD:3690|RGD:628608|RGD:69282|UniProtKB:O15427|MGI:MGI:1919722|RGD:69197|UniProtKB:P53985|UniProtKB:Q7RTY1|UniProtKB:P37662|WB:WBGene00010340|UniProtKB:O60669|MGI:MGI:1929519|WB:WBGene00008214|UniProtKB:Q8TF71|UniProtKB:P36021|SGD:S000005833|UniProtKB:Q8NCK7|MGI:MGI:2147716|RGD:620603|MGI:MGI:1203732|MGI:MGI:106013|UniProtKB:O95907|FB:FBgn0033028	C	Uncharacterized MFS-type transporter YcxA	UniProtKB:Q08791|PTN000145396	protein	NCBITaxon:224308	20231108	GO_Central			plasma membrane
UniProtKB	Q08787	srfAC		GO:0043041	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:P11454	P	Surfactin synthase subunit 3	UniProtKB:Q08787|PTN000645286	protein	NCBITaxon:224308	20171018	GO_Central			amino acid activation for nonribosomal peptide biosynthetic process
UniProtKB	Q08787	srfAC		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:Q4WLW8|UniProtKB:P11454	C	Surfactin synthase subunit 3	UniProtKB:Q08787|PTN000645286	protein	NCBITaxon:224308	20220925	GO_Central			cytoplasm
UniProtKB	Q08787	srfAC		GO:0031177	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:P9WQ63|UniProtKB:P11454	F	Surfactin synthase subunit 3	UniProtKB:Q08787|PTN000645286	protein	NCBITaxon:224308	20221009	GO_Central			phosphopantetheine binding
UniProtKB	Q08787	srfAC		GO:0044550	GO_REF:0000033	IBA	PANTHER:PTN002378821|UniProtKB:P9WQ63|UniProtKB:Q4WMJ7|UniProtKB:Q9I182|UniProtKB:Q9I181|UniProtKB:Q4WR82|PomBase:SPAC23G3.02c|UniProtKB:Q4WYG2|UniProtKB:P11454|UniProtKB:Q4WLW8|UniProtKB:Q4WAW3|UniProtKB:C8VPS9|UniProtKB:Q4WF53|UniProtKB:Q5BFS3	P	Surfactin synthase subunit 3	UniProtKB:Q08787|PTN000645286	protein	NCBITaxon:224308	20221009	GO_Central			secondary metabolite biosynthetic process
UniProtKB	P71049	slrR		GO:0003700	GO_REF:0000033	IBA	PANTHER:PTN005321183|UniProtKB:P77626	F	HTH-type transcriptional regulator SlrR	UniProtKB:P71049|PTN001305465	protein	NCBITaxon:224308	20190807	GO_Central			DNA-binding transcription factor activity
UniProtKB	P71049	slrR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN005321183|UniProtKB:P9WMI1|UniProtKB:P77626|UniProtKB:O06581|UniProtKB:P06533	P	HTH-type transcriptional regulator SlrR	UniProtKB:P71049|PTN001305465	protein	NCBITaxon:224308	20221009	GO_Central			regulation of DNA-templated transcription
UniProtKB	P71082	ygaD		GO:0042626	GO_REF:0000033	IBA	PANTHER:PTN000657189|PomBase:SPCC663.03|UniProtKB:Q03518|UniProtKB:Q9NP58|MGI:MGI:97570|ZFIN:ZDB-GENE-080204-52|UniProtKB:Q03519|UniProtKB:O75027|MGI:MGI:98483|PomBase:SPCC737.09c|FB:FBgn0004513|CGD:CAL0000187443|UniProtKB:B8K1W2|PomBase:SPBC25B2.02c|UniProtKB:P21439|TAIR:locus:2041434|UniProtKB:P29018|RGD:619930|MGI:MGI:1921354|SGD:S000004916|UniProtKB:Q9NP78|UniProtKB:P60752|UniProtKB:O95342|UniProtKB:P08183	F	Putative multidrug export ATP-binding/permease protein YgaD	UniProtKB:P71082|PTN000657723	protein	NCBITaxon:224308	20221008	GO_Central			ATPase-coupled transmembrane transporter activity
UniProtKB	P71082	ygaD		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000657189|TAIR:locus:2097978|MGI:MGI:97570|UniProtKB:O53645|UniProtKB:Q9NP58|UniProtKB:Q03518|PomBase:SPCC663.03|UniProtKB:Q9FNU2|UniProtKB:Q03519|UniProtKB:O75027|WB:WBGene00001811|UniProtKB:Q2M3G0|PomBase:SPCC737.09c|TAIR:locus:2057961|PomBase:SPBC25B2.02c|UniProtKB:P29018|RGD:619930|TAIR:locus:2041434|SGD:S000004916|UniProtKB:Q9NUT2|UniProtKB:P08183|WB:WBGene00001815|UniProtKB:O95342	P	Putative multidrug export ATP-binding/permease protein YgaD	UniProtKB:P71082|PTN000657723	protein	NCBITaxon:224308	20231109	GO_Central			transmembrane transport
UniProtKB	P31114	hepT		GO:0004659	GO_REF:0000033	IBA	PANTHER:PTN000243362|MGI:MGI:1889278|PomBase:SPAC19G12.12|UniProtKB:Q86YH6|UniProtKB:Q653T6|UniProtKB:P56966|UniProtKB:Q97W92|UniProtKB:O96130|PomBase:SPBPJ4664.01|MGI:MGI:1918615|UniProtKB:Q75HZ9|MGI:MGI:1341724|TAIR:locus:2062315|UniProtKB:O95749|SGD:S000000207|UniProtKB:P0AD57|UniProtKB:Q5T2R2|UniProtKB:P9WKH1|SGD:S000005990	F	Heptaprenyl diphosphate synthase component 2	UniProtKB:P31114|PTN000243488	protein	NCBITaxon:224308	20230110	GO_Central			prenyltransferase activity
UniProtKB	P31114	hepT		GO:0008299	GO_REF:0000033	IBA	PANTHER:PTN000243362|UniProtKB:Q9RUJ1|UniProtKB:P0AD57|SGD:S000005990|UniProtKB:Q5T2R2|UniProtKB:P9WKH1|MGI:MGI:1918615|PomBase:SPBPJ4664.01|FB:FBgn0051005|UniProtKB:O96130|UniProtKB:Q97W92|MGI:MGI:1889278|UniProtKB:Q86YH6	P	Heptaprenyl diphosphate synthase component 2	UniProtKB:P31114|PTN000243488	protein	NCBITaxon:224308	20230110	GO_Central			isoprenoid biosynthetic process
UniProtKB	P31113	menG		GO:0008168	GO_REF:0000033	IBA	PANTHER:PTN008676703|UniProtKB:Q9H8H3|UniProtKB:P9WIN3|UniProtKB:P36999|UniProtKB:Q9HW23	F	Demethylmenaquinone methyltransferase	UniProtKB:P31113|PTN000011053	protein	NCBITaxon:224308	20230604	GO_Central			methyltransferase activity
UniProtKB	P31104	aroC		GO:0009073	GO_REF:0000033	IBA	PANTHER:PTN000472417|SGD:S000003116	P	Chorismate synthase	UniProtKB:P31104|PTN000472441	protein	NCBITaxon:224308	20170228	GO_Central			aromatic amino acid family biosynthetic process
UniProtKB	P31104	aroC		GO:0010181	GO_REF:0000033	IBA	PANTHER:PTN000472417|UniProtKB:P12008|UniProtKB:P56122|UniProtKB:P9WPY1|UniProtKB:C6KT66	F	Chorismate synthase	UniProtKB:P31104|PTN000472441	protein	NCBITaxon:224308	20230111	GO_Central			FMN binding
UniProtKB	P31104	aroC		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000472417|UniProtKB:P12008|UniProtKB:C6KT66	C	Chorismate synthase	UniProtKB:P31104|PTN000472441	protein	NCBITaxon:224308	20230111	GO_Central			cytosol
UniProtKB	P31104	aroC		GO:0009423	GO_REF:0000033	IBA	PANTHER:PTN000472417|UniProtKB:C6KT66|UniProtKB:P12008	P	Chorismate synthase	UniProtKB:P31104|PTN000472441	protein	NCBITaxon:224308	20230603	GO_Central			chorismate biosynthetic process
UniProtKB	P31104	aroC		GO:0004107	GO_REF:0000033	IBA	PANTHER:PTN000472417|UniProtKB:P9WPY1|UniProtKB:P12008|SGD:S000003116|UniProtKB:C6KT66	F	Chorismate synthase	UniProtKB:P31104|PTN000472441	protein	NCBITaxon:224308	20230111	GO_Central			chorismate synthase activity
UniProtKB	P31103	ndk		GO:0004550	GO_REF:0000033	IBA	PANTHER:PTN000887110|UniProtKB:Q13232|UniProtKB:P15531|UniProtKB:B4FK49|UniProtKB:P39207|RGD:70497|FB:FBgn0000150|ZFIN:ZDB-GENE-000210-33|TAIR:locus:2161922|RGD:619877|ZFIN:ZDB-GENE-000210-32|PomBase:SPAC806.07|MGI:MGI:1930182|UniProtKB:P22392|UniProtKB:Q8ID43|SGD:S000001550|dictyBase:DDB_G0273069|UniProtKB:Q59636|UniProtKB:P0A763	F	Nucleoside diphosphate kinase	UniProtKB:P31103|PTN000143098	protein	NCBITaxon:224308	20231108	GO_Central			nucleoside diphosphate kinase activity
UniProtKB	P31102	aroB		GO:0009073	GO_REF:0000033	IBA	PANTHER:PTN000472619|UniProtKB:P9WPX9	P	3-dehydroquinate synthase	UniProtKB:P31102|PTN000472620	protein	NCBITaxon:224308	20170228	GO_Central			aromatic amino acid family biosynthetic process
UniProtKB	P31102	aroB		GO:0003856	GO_REF:0000033	IBA	PANTHER:PTN000472585|UniProtKB:P9WPX9|UniProtKB:P07639	F	3-dehydroquinate synthase	UniProtKB:P31102|PTN000472620	protein	NCBITaxon:224308	20170228	GO_Central			3-dehydroquinate synthase activity
UniProtKB	Q06799	secE		GO:0043952	GO_REF:0000033	IBA	PANTHER:PTN002141893|UniProtKB:P0AG96	P	Protein translocase subunit SecE	UniProtKB:Q06799|PTN002141915	protein	NCBITaxon:224308	20190829	GO_Central			protein transport by the Sec complex
UniProtKB	Q06799	secE		GO:0008320	GO_REF:0000033	IBA	PANTHER:PTN002141893|UniProtKB:P0AG96	F	Protein translocase subunit SecE	UniProtKB:Q06799|PTN002141915	protein	NCBITaxon:224308	20190829	GO_Central			protein transmembrane transporter activity
UniProtKB	Q06796	rplK		GO:0070180	GO_REF:0000033	IBA	PANTHER:PTN000184007|RGD:1565106	F	50S ribosomal protein L11	UniProtKB:Q06796|PTN000184206	protein	NCBITaxon:224308	20181024	GO_Central			large ribosomal subunit rRNA binding
UniProtKB	Q06796	rplK		GO:0022625	GO_REF:0000033	IBA	PANTHER:PTN008523224|UniProtKB:P0A7J7	C	50S ribosomal protein L11	UniProtKB:Q06796|PTN000184206	protein	NCBITaxon:224308	20170228	GO_Central			cytosolic large ribosomal subunit
UniProtKB	Q06796	rplK		GO:0003735	GO_REF:0000033	IBA	PANTHER:PTN000184007|FB:FBgn0034968|UniProtKB:P30050|SGD:S000005129|UniProtKB:P0A7J7|UniProtKB:P0A463	F	50S ribosomal protein L11	UniProtKB:Q06796|PTN000184206	protein	NCBITaxon:224308	20210529	GO_Central			structural constituent of ribosome
UniProtKB	Q06796	rplK		GO:0006412	GO_REF:0000033	IBA	PANTHER:PTN000184007|UniProtKB:P0A7J7	P	50S ribosomal protein L11	UniProtKB:Q06796|PTN000184206	protein	NCBITaxon:224308	20211110	GO_Central			translation
UniProtKB	Q06795	nusG		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000767438|UniProtKB:P0AFG0	C	Transcription termination/antitermination protein NusG	UniProtKB:Q06795|PTN000767439	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	Q06756	ispF		GO:0008685	GO_REF:0000033	IBA	PANTHER:PTN000781796|TAIR:locus:2024618|UniProtKB:P62617|UniProtKB:P9WKG5	F	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	UniProtKB:Q06756|PTN000781801	protein	NCBITaxon:224308	20170228	GO_Central			2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
UniProtKB	Q06755	ispD		GO:0050518	GO_REF:0000033	IBA	PANTHER:PTN000781812|UniProtKB:Q46893|TAIR:locus:2065264|UniProtKB:P9WKG9	F	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	UniProtKB:Q06755|PTN000781839	protein	NCBITaxon:224308	20170228	GO_Central			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
UniProtKB	Q06753	yacO		GO:0008173	GO_REF:0000033	IBA	PANTHER:PTN005304151|UniProtKB:P63177	F	Putative TrmH family tRNA/rRNA methyltransferase YacO	UniProtKB:Q06753|PTN000247286	protein	NCBITaxon:224308	20190808	GO_Central			RNA methyltransferase activity
UniProtKB	Q06753	yacO		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN005304151|UniProtKB:P0AGJ5|UniProtKB:P63177	C	Putative TrmH family tRNA/rRNA methyltransferase YacO	UniProtKB:Q06753|PTN000247286	protein	NCBITaxon:224308	20190808	GO_Central			cytosol
UniProtKB	Q06752	cysS		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN000095308|UniProtKB:P49589|UniProtKB:P21888	F	Cysteine--tRNA ligase	UniProtKB:Q06752|PTN000095421	protein	NCBITaxon:224308	20170228	GO_Central			ATP binding
UniProtKB	Q06752	cysS		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN000095308|UniProtKB:A0A1D6LAG9|UniProtKB:P21888|UniProtKB:A0A143ZZ50|UniProtKB:P49589|SGD:S000005191|UniProtKB:Q585F2|TAIR:locus:2042521	C	Cysteine--tRNA ligase	UniProtKB:Q06752|PTN000095421	protein	NCBITaxon:224308	20230110	GO_Central			cytoplasm
UniProtKB	Q06752	cysS		GO:0004817	GO_REF:0000033	IBA	PANTHER:PTN000095308|UniProtKB:P49589|SGD:S000005191|UniProtKB:P21888	F	Cysteine--tRNA ligase	UniProtKB:Q06752|PTN000095421	protein	NCBITaxon:224308	20170228	GO_Central			cysteine-tRNA ligase activity
UniProtKB	Q06752	cysS		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000095420|UniProtKB:P21888	C	Cysteine--tRNA ligase	UniProtKB:Q06752|PTN000095421	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	Q06752	cysS		GO:0006423	GO_REF:0000033	IBA	PANTHER:PTN000095308|UniProtKB:P21888|UniProtKB:P49589|SGD:S000005191	P	Cysteine--tRNA ligase	UniProtKB:Q06752|PTN000095421	protein	NCBITaxon:224308	20170228	GO_Central			cysteinyl-tRNA aminoacylation
UniProtKB	P51833	rnc		GO:0010468	GO_REF:0000033	IBA	PANTHER:PTN000129453|dictyBase:DDB_G0268410|TAIR:locus:2024407|PomBase:SPBC119.11c|UniProtKB:Q9NRR4|ZFIN:ZDB-GENE-070209-23|FB:FBgn0026722|dictyBase:DDB_G0269426|CGD:CAL0000189883|MGI:MGI:1261425|WB:WBGene00009163	P	Ribonuclease 3	UniProtKB:P51833|PTN000129532	protein	NCBITaxon:224308	20230602	GO_Central			regulation of gene expression
UniProtKB	P51833	rnc		GO:0004525	GO_REF:0000033	IBA	PANTHER:PTN000129453|UniProtKB:P0A7Y0|WB:WBGene00009163|PomBase:SPBC119.11c|UniProtKB:Q9NRR4|SGD:S000004852	F	Ribonuclease 3	UniProtKB:P51833|PTN000129532	protein	NCBITaxon:224308	20170228	GO_Central			ribonuclease III activity
UniProtKB	P51833	rnc		GO:0006396	GO_REF:0000033	IBA	PANTHER:PTN000129453|CGD:CAL0000189883|dictyBase:DDB_G0269426|WB:WBGene00009163|MGI:MGI:1261425|PomBase:SPBC119.11c|UniProtKB:P0A7Y0|FB:FBgn0026722|SGD:S000004852|ZFIN:ZDB-GENE-070209-23|dictyBase:DDB_G0268410|UniProtKB:A6YSL1|UniProtKB:Q9NRR4|TAIR:locus:2024407	P	Ribonuclease 3	UniProtKB:P51833|PTN000129532	protein	NCBITaxon:224308	20230405	GO_Central			RNA processing
UniProtKB	P51833	rnc		GO:0003725	GO_REF:0000033	IBA	PANTHER:PTN000129453|UniProtKB:A6YSL1|dictyBase:DDB_G0269426|TAIR:locus:2024407|UniProtKB:Q0IQN6|PomBase:SPBC119.11c	F	Ribonuclease 3	UniProtKB:P51833|PTN000129532	protein	NCBITaxon:224308	20220413	GO_Central			double-stranded RNA binding
UniProtKB	P51831	fabG		GO:0016616	GO_REF:0000033	IBA	PANTHER:PTN002449287|MGI:MGI:95911|UniProtKB:Q8N4T8|UniProtKB:P0AEK2|UniProtKB:O54438|SGD:S000001538|UniProtKB:P0AG84|UniProtKB:Q8I2S7|TAIR:locus:2024021|UniProtKB:P9WGT1|CGD:CAL0000174204|UniProtKB:P37769|UniProtKB:Q92506|UniProtKB:P05707	F	3-oxoacyl-[acyl-carrier-protein] reductase FabG	UniProtKB:P51831|PTN001212888	protein	NCBITaxon:224308	20230111	GO_Central			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
UniProtKB	P51831	fabG		GO:0030497	GO_REF:0000033	IBA	PANTHER:PTN001211919|UniProtKB:P0A2C9|UniProtKB:P0AEK2|UniProtKB:P71079	P	3-oxoacyl-[acyl-carrier-protein] reductase FabG	UniProtKB:P51831|PTN001212888	protein	NCBITaxon:224308	20190227	GO_Central			fatty acid elongation
UniProtKB	Q01464	minD		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000344128|UniProtKB:P0AEZ3	C	Septum site-determining protein MinD	UniProtKB:Q01464|PTN000344155	protein	NCBITaxon:224308	20170602	GO_Central			cytosol
UniProtKB	Q01464	minD		GO:0009898	GO_REF:0000033	IBA	PANTHER:PTN000344128|UniProtKB:P0AEZ3	C	Septum site-determining protein MinD	UniProtKB:Q01464|PTN000344155	protein	NCBITaxon:224308	20170602	GO_Central			cytoplasmic side of plasma membrane
UniProtKB	Q01464	minD		GO:0016887	GO_REF:0000033	IBA	PANTHER:PTN000344128|UniProtKB:P0AEZ3	F	Septum site-determining protein MinD	UniProtKB:Q01464|PTN000344155	protein	NCBITaxon:224308	20210717	GO_Central			ATP hydrolysis activity
UniProtKB	Q01464	minD		GO:0051782	GO_REF:0000033	IBA	PANTHER:PTN000344128|UniProtKB:P0AEZ3	P	Septum site-determining protein MinD	UniProtKB:Q01464|PTN000344155	protein	NCBITaxon:224308	20170602	GO_Central			negative regulation of cell division
UniProtKB	Q01464	minD		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN000344128|UniProtKB:P0AEZ3|UniProtKB:G3XD64	F	Septum site-determining protein MinD	UniProtKB:Q01464|PTN000344155	protein	NCBITaxon:224308	20170602	GO_Central			ATP binding
UniProtKB	P28628	sipS		GO:0006465	GO_REF:0000033	IBA	PANTHER:PTN002458947|UniProtKB:P00803|TAIR:locus:2064337	P	Signal peptidase I S	UniProtKB:P28628|PTN000272838	protein	NCBITaxon:224308	20170502	GO_Central			signal peptide processing
UniProtKB	P28628	sipS		GO:0004252	GO_REF:0000033	IBA	PANTHER:PTN002458947|UniProtKB:P00803	F	Signal peptidase I S	UniProtKB:P28628|PTN000272838	protein	NCBITaxon:224308	20170502	GO_Central			serine-type endopeptidase activity
UniProtKB	P28619	rph		GO:0016075	GO_REF:0000033	IBA	PANTHER:PTN000237327|SGD:S000003427|SGD:S000003327|SGD:S000003390	P	Ribonuclease PH	UniProtKB:P28619|PTN000237501	protein	NCBITaxon:224308	20170228	GO_Central			rRNA catabolic process
UniProtKB	P28611	motA		GO:0071978	GO_REF:0000033	IBA	PANTHER:PTN001252377|UniProtKB:G3XD73|UniProtKB:Q9HUL1	P	Motility protein A	UniProtKB:P28611|PTN001252379	protein	NCBITaxon:224308	20170228	GO_Central			bacterial-type flagellum-dependent swarming motility
UniProtKB	P28611	motA		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN001252377|UniProtKB:P09348	C	Motility protein A	UniProtKB:P28611|PTN001252379	protein	NCBITaxon:224308	20230406	GO_Central			plasma membrane
UniProtKB	Q08788	srfAD		GO:0008610	GO_REF:0000033	IBA	PANTHER:PTN000160660|RGD:621115|UniProtKB:P9WQD5|UniProtKB:Q9NV23	P	Surfactin synthase thioesterase subunit	UniProtKB:Q08788|PTN000160692	protein	NCBITaxon:224308	20200807	GO_Central			lipid biosynthetic process
UniProtKB	P28599	groS		GO:0051082	GO_REF:0000033	IBA	PANTHER:PTN000080668|SGD:S000005546	F	10 kDa chaperonin	UniProtKB:P28599|PTN000080784	protein	NCBITaxon:224308	20170228	GO_Central			unfolded protein binding
UniProtKB	P28599	groS		GO:0051087	GO_REF:0000033	IBA	PANTHER:PTN000080668|UniProtKB:Q8IDZ8|SGD:S000005546|UniProtKB:P61604	F	10 kDa chaperonin	UniProtKB:P28599|PTN000080784	protein	NCBITaxon:224308	20230110	GO_Central			protein-folding chaperone binding
UniProtKB	P28599	groS		GO:0051085	GO_REF:0000033	IBA	PANTHER:PTN000080668|UniProtKB:P0A6F9	P	10 kDa chaperonin	UniProtKB:P28599|PTN000080784	protein	NCBITaxon:224308	20170228	GO_Central			chaperone cofactor-dependent protein refolding
UniProtKB	P28599	groS		GO:0046872	GO_REF:0000033	IBA	PANTHER:PTN000080668|UniProtKB:P9WPE5	F	10 kDa chaperonin	UniProtKB:P28599|PTN000080784	protein	NCBITaxon:224308	20200807	GO_Central			metal ion binding
UniProtKB	P28598	groL		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN000143644|UniProtKB:P0A6F5	F	60 kDa chaperonin	UniProtKB:P28598|PTN000143645	protein	NCBITaxon:224308	20200206	GO_Central			ATP binding
UniProtKB	P28598	groL		GO:1990220	GO_REF:0000033	IBA	PANTHER:PTN000143644|UniProtKB:P0A6F5	C	60 kDa chaperonin	UniProtKB:P28598|PTN000143645	protein	NCBITaxon:224308	20170228	GO_Central			GroEL-GroES complex
UniProtKB	P28598	groL		GO:0042026	GO_REF:0000033	IBA	PANTHER:PTN000143644|UniProtKB:P9WPE9|UniProtKB:P9WPE7	P	60 kDa chaperonin	UniProtKB:P28598|PTN000143645	protein	NCBITaxon:224308	20200206	GO_Central			protein refolding
UniProtKB	P28598	groL		GO:0009408	GO_REF:0000033	IBA	PANTHER:PTN000143644|UniProtKB:P0A6F5|UniProtKB:P9WPE7|UniProtKB:P9WPE9	P	60 kDa chaperonin	UniProtKB:P28598|PTN000143645	protein	NCBITaxon:224308	20200206	GO_Central			response to heat
UniProtKB	P28598	groL		GO:0051082	GO_REF:0000033	IBA	PANTHER:PTN000143644|UniProtKB:P0A6F5	F	60 kDa chaperonin	UniProtKB:P28598|PTN000143645	protein	NCBITaxon:224308	20200206	GO_Central			unfolded protein binding
UniProtKB	P28598	groL		GO:0051085	GO_REF:0000033	IBA	PANTHER:PTN000143644|UniProtKB:P0A6F5	P	60 kDa chaperonin	UniProtKB:P28598|PTN000143645	protein	NCBITaxon:224308	20200206	GO_Central			chaperone cofactor-dependent protein refolding
UniProtKB	P28368	yvyD		GO:0022627	GO_REF:0000033	IBA	PANTHER:PTN002114317|UniProtKB:P0AD49	C	Ribosome hibernation promotion factor	UniProtKB:P28368|PTN002114387	protein	NCBITaxon:224308	20170228	GO_Central			cytosolic small ribosomal subunit
UniProtKB	P28368	yvyD		GO:0045900	GO_REF:0000033	IBA	PANTHER:PTN002114317|UniProtKB:P0AD49	P	Ribosome hibernation promotion factor	UniProtKB:P28368|PTN002114387	protein	NCBITaxon:224308	20170228	GO_Central			negative regulation of translational elongation
