	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip
SRX1254785	2015-12-08 15:35:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435623	SRP063769	PRJNA295934	295934	SRS1072876	SAMN04093821	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0	1803607	4093821			26647299	PDS0685				TRUE	TRUE	TRUE	ldar	yfiJ_A152E	wt	NCIB3610 yfiJA152E	LB			37					
SRX1254786	2015-12-08 15:35:14	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2435624	SRP063769	PRJNA295934	295934	SRS1072876	SAMN04093821	SRA299242	RNA-Seq	unspecified	TRANSCRIPTOMIC		TEXAS A&M UNIVERSITY	0	0	1803608	4093821			26647299	PDS0685				TRUE	TRUE	TRUE	ldar	yfiJ_A152E	wt	NCIB3610 yfiJA152E	LB			37					
SRX1473807	2015-12-31 0:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2984941	SRP067020	PRJNA304431	304431	SRS1199769	SAMN04317217	SRA315918	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UNIVERSITY OF MICHIGAN	0	0	2084149	4317217			26647299	PY79				TRUE	TRUE	TRUE	ldar	wt	wt	PY79	LB			37					
SRX1473808	2015-12-31 0:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2984942	SRP067020	PRJNA304431	304431	SRS1199770	SAMN04317218	SRA315918	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UNIVERSITY OF MICHIGAN	0	0	2084150	4317218			26647299	PY79				TRUE	TRUE	TRUE	ldar	wt	wt	PY79	LB			37					
SRX1473809	2015-12-31 0:00:00	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR2984943	SRP067020	PRJNA304431	304431	SRS1199768	SAMN04317219	SRA315918	RNA-Seq	RANDOM	TRANSCRIPTOMIC		UNIVERSITY OF MICHIGAN	0	0	2084151	4317219			26647299	PY79				TRUE	TRUE	TRUE	ldar	wt	wt	PY79	LB			37					
SRX1507977	2016-12-29 21:52:10	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3064747	SRP067900	PRJNA307203	307203	SRS1228648	SAMN04376694	SRA323272	RNA-Seq	unspecified	TRANSCRIPTOMIC		NANJING AGRICULTURAL UNIVERSITY	0	0	2132666	4376694				Bacillus subtilis 168				TRUE	TRUE	TRUE												single sample project	TRUE
SRX1547387	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR3124507	SRP068910	PRJNA309763	309763	SRS1264218	SAMN04440602	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191538	4440602	GSE77217	GSM2046121	26883633	BG880				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1547388	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR3124508	SRP068910	PRJNA309763	309763	SRS1264215	SAMN04440603	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191539	4440603	GSE77217	GSM2046122	26883633	BG879				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1547389	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina MiSeq	SRR3124509	SRP068910	PRJNA309763	309763	SRS1264217	SAMN04440604	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191540	4440604	GSE77217	GSM2046123	26883633	BG578				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1547390	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3124510	SRP068910	PRJNA309763	309763	SRS1264216	SAMN04440605	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191541	4440605	GSE77217	GSM2046124	26883633	BG880				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1547391	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3124511	SRP068910	PRJNA309763	309763	SRS1264214	SAMN04440606	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191542	4440606	GSE77217	GSM2046125	26883633	BG880				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1547392	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3124512	SRP068910	PRJNA309763	309763	SRS1264212	SAMN04440607	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191543	4440607	GSE77217	GSM2046126	26883633	BG879				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1547393	2016-01-29 16:17:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR3124513	SRP068910	PRJNA309763	309763	SRS1264213	SAMN04440608	SRA341760	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2191544	4440608	GSE77217	GSM2046127	26883633	BG879				TRUE	TRUE	TRUE												Not RNAseq	TRUE
SRX1736086	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466199	SRP074147	PRJNA319983	319983	SRS1416933	SAMN04914062	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485191	4914062	GSE80786	GSM2137056	28585540	168CA	WT			TRUE	TRUE	TRUE	yonO	wt	wt	168CA	MMB			37		1.6			
SRX1736087	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466200	SRP074147	PRJNA319983	319983	SRS1416934	SAMN04914063	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485192	4914063	GSE80786	GSM2137057	28585540	168CA	WT			TRUE	TRUE	TRUE	yonO	wt	wt	168CA	MMB			37		1.6			
SRX1736088	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466201	SRP074147	PRJNA319983	319983	SRS1416935	SAMN04914064	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485193	4914064	GSE80786	GSM2137058	28585540	168CA	WT			TRUE	TRUE	TRUE	yonO	wt	wt	168CA	MMB			37		1.6			
SRX1736089	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466202	SRP074147	PRJNA319983	319983	SRS1416936	SAMN04914065	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485194	4914065	GSE80786	GSM2137059	28585540	168CA	WT			TRUE	TRUE	TRUE	yonO	wt_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37		1.6			
SRX1736090	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466203	SRP074147	PRJNA319983	319983	SRS1416937	SAMN04914066	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485195	4914066	GSE80786	GSM2137060	28585540	168CA	WT			TRUE	TRUE	TRUE	yonO	wt_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37		1.6			
SRX1736091	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466204	SRP074147	PRJNA319983	319983	SRS1416938	SAMN04914067	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485196	4914067	GSE80786	GSM2137061	28585540	168CA	WT			TRUE	TRUE	TRUE	yonO	wt_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37		1.6			
SRX1736092	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466205	SRP074147	PRJNA319983	319983	SRS1416939	SAMN04914068	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485197	4914068	GSE80786	GSM2137062	28585540	168CA	delta-yonO			TRUE	TRUE	TRUE	yonO	delyonO	wt	168CA	MMB			37		1.6			
SRX1736093	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466206	SRP074147	PRJNA319983	319983	SRS1416940	SAMN04914069	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485198	4914069	GSE80786	GSM2137063	28585540	168CA	delta-yonO			TRUE	TRUE	TRUE	yonO	delyonO	wt	168CA	MMB			37		1.6			
SRX1736094	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466207	SRP074147	PRJNA319983	319983	SRS1416941	SAMN04914070	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485199	4914070	GSE80786	GSM2137064	28585540	168CA	delta-yonO			TRUE	TRUE	TRUE	yonO	delyonO	wt	168CA	MMB			37		1.6			
SRX1736095	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466208	SRP074147	PRJNA319983	319983	SRS1416942	SAMN04914071	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485200	4914071	GSE80786	GSM2137065	28585540	168CA	delta-yonO			TRUE	TRUE	TRUE	yonO	delyonO_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37		1.6			
SRX1736096	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466209	SRP074147	PRJNA319983	319983	SRS1416943	SAMN04914072	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485201	4914072	GSE80786	GSM2137066	28585540	168CA	delta-yonO			TRUE	TRUE	TRUE	yonO	delyonO_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37		1.6			
SRX1736097	2016-09-30 15:56:16	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR3466210	SRP074147	PRJNA319983	319983	SRS1416944	SAMN04914073	SRA421214	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2485202	4914073	GSE80786	GSM2137067	28585540	168CA	delta-yonO			TRUE	TRUE	TRUE	yonO	delyonO_mmc	wt	168CA	MMB		mitomycin(0.5ug/mL)	37		1.6			
SRX2208113	2017-01-16 9:32:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR4340971	SRP090761	PRJNA345214	345214	SRS1725533	SAMN05859646	SRA481696	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3243605	5859646	GSE87573	GSM2334641	28196958		wild type			TRUE	TRUE	TRUE												single sample project	TRUE
SRX2508581	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192889	SRP097439	PRJNA362730	362730	SRS1932626	SAMN06246861	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634515	6246861	GSE93894	GSM2464562	28363943	SSB1002 (W168 wild-type)				TRUE	TRUE	TRUE	yacP	wt	wt	W168	2xYT			37		0.6			
SRX2508582	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192890	SRP097439	PRJNA362730	362730	SRS1932627	SAMN06246860	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634516	6246860	GSE93894	GSM2464563	28363943	CCB375 (W168 [delta]yacP)				TRUE	TRUE	TRUE	yacP	delyacP	wt	W168 del_yacP	2xYT			37		0.6			
SRX2508583	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192891	SRP097439	PRJNA362730	362730	SRS1932628	SAMN06246859	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634517	6246859	GSE93894	GSM2464564	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) + IPTG				TRUE	TRUE	TRUE	yacP	yacP_induced	wt	W168 yacP_complement	2xYT		IPTG(1mM)	37		0.6			
SRX2508584	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192892	SRP097439	PRJNA362730	362730	SRS1932629	SAMN06246870	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634518	6246870	GSE93894	GSM2464565	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) - IPTG				TRUE	TRUE	TRUE	yacP	yacP_no_induce	wt	W168 yacP_complement	2xYT			37		0.6			
SRX2508585	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192893	SRP097439	PRJNA362730	362730	SRS1932630	SAMN06246869	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634519	6246869	GSE93894	GSM2464566	28363943	SSB1002 (W168 wild-type)				TRUE	TRUE	TRUE	yacP	wt	wt	W168	2xYT			37		0.6			
SRX2508586	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192894	SRP097439	PRJNA362730	362730	SRS1932631	SAMN06246868	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634520	6246868	GSE93894	GSM2464567	28363943	CCB375 (W168 [delta]yacP)				TRUE	TRUE	TRUE	yacP	delyacP	wt	W168 del_yacP	2xYT			37		0.6			
SRX2508587	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192895	SRP097439	PRJNA362730	362730	SRS1932632	SAMN06246867	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634521	6246867	GSE93894	GSM2464568	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) + IPTG				TRUE	TRUE	TRUE	yacP	yacP_induced	wt	W168 yacP_complement	2xYT		IPTG(1mM)	37		0.6			
SRX2508588	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192896	SRP097439	PRJNA362730	362730	SRS1932633	SAMN06246866	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634522	6246866	GSE93894	GSM2464569	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) - IPTG				TRUE	TRUE	TRUE	yacP	yacP_no_induce	wt	W168 yacP_complement	2xYT			37		0.6			
SRX2508589	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192897	SRP097439	PRJNA362730	362730	SRS1932634	SAMN06246865	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634523	6246865	GSE93894	GSM2464570	28363943	SSB1002 (W168 wild-type)				TRUE	TRUE	TRUE	yacP	wt	wt	W168	2xYT			37		0.6			
SRX2508590	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192898	SRP097439	PRJNA362730	362730	SRS1932635	SAMN06246864	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634524	6246864	GSE93894	GSM2464571	28363943	CCB375 (W168 [delta]yacP)				TRUE	TRUE	TRUE	yacP	delyacP	wt	W168 del_yacP	2xYT			37		0.6			
SRX2508591	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192899	SRP097439	PRJNA362730	362730	SRS1932636	SAMN06246863	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634525	6246863	GSE93894	GSM2464572	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) + IPTG				TRUE	TRUE	TRUE	yacP	yacP_induced	wt	W168 yacP_complement	2xYT		IPTG(1mM)	37		0.6			
SRX2508592	2017-03-28 15:37:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5192900	SRP097439	PRJNA362730	362730	SRS1932637	SAMN06246862	SRA529281	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3634526	6246862	GSE93894	GSM2464573	28363943	CCB604 (W168 [delta]yacP + pDG-yacP) - IPTG				TRUE	TRUE	TRUE	yacP	yacP_no_induce	wt	W168 yacP_complement	2xYT			37		0.6			
SRX2529102	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218883	SRP098601	PRJNA369282	369282	SRS1950069	SAMN06283961	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3659865	6283961	GSE94303	GSM2472762	28723971	NCIB 3610				TRUE	TRUE	TRUE	rho_strains	ncib3610	ncib3610	NCIB3610	LB			37		0.5			
SRX2529103	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218884	SRP098601	PRJNA369282	369282	SRS1950070	SAMN06283966	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3659866	6283966	GSE94303	GSM2472763	28723971	NCIB 3610				TRUE	TRUE	TRUE	rho_strains	ncib3610	ncib3610	NCIB3610	LB			37		0.5			
SRX2529104	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218885	SRP098601	PRJNA369282	369282	SRS1950071	SAMN06283965	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3659867	6283965	GSE94303	GSM2472764	28723971	NCIB 3610				TRUE	TRUE	TRUE	rho_strains	ncib3610_delrho	ncib3610	NCIB3610 del_rho	LB			37		0.5			
SRX2529105	2017-07-10 17:08:17	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218886	SRP098601	PRJNA369282	369282	SRS1950072	SAMN06283964	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3659868	6283964	GSE94303	GSM2472765	28723971	NCIB 3610				TRUE	TRUE	TRUE	rho_strains	ncib3610_delrho	ncib3610	NCIB3610 del_rho	LB			37		0.5			
SRX2529106	2017-07-10 17:08:18	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218887	SRP098601	PRJNA369282	369282	SRS1950073	SAMN06283963	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3659869	6283963	GSE94303	GSM2472766	28723971	BsB1				TRUE	TRUE	TRUE	rho_strains	bsb1	ncib3610	BsB1	LB			37		0.5			
SRX2529107	2017-07-10 17:08:18	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5218888	SRP098601	PRJNA369282	369282	SRS1950074	SAMN06283962	SRA533829	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3659870	6283962	GSE94303	GSM2472767	28723971	BsB1				TRUE	TRUE	TRUE	rho_strains	bsb1_delrho	ncib3610	BsB1 del_rho	LB			37		0.5			
SRX3066687	2017-08-07 12:15:10	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR5905128	SRP114940	PRJNA397345	397345	SRS2411637	SAMN07437087	SRA596846	RNA-Seq	RANDOM	TRANSCRIPTOMIC		ZHEJIANG UNIVERSITY	0	0	4350962	7437087				not collected	not applicable			TRUE	TRUE	TRUE												single sample project	TRUE
SRX3269801	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158163	SRP119754	PRJNA413928	413928	SRS2581509	SAMN07774306	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590905	7774306	GSE104816	GSM2808311	29240826	WT				TRUE	TRUE	TRUE	pamR	wt_exp	wt_exp	168 pAC834	CH			37		0.2	mid-exponential		
SRX3269802	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158164	SRP119754	PRJNA413928	413928	SRS2581510	SAMN07774305	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590906	7774305	GSE104816	GSM2808312	29240826	WT				TRUE	TRUE	TRUE	pamR	wt_exp	wt_exp	168 pAC834	CH			37		0.2	mid-exponential		
SRX3269803	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158165	SRP119754	PRJNA413928	413928	SRS2581511	SAMN07774304	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590907	7774304	GSE104816	GSM2808313	29240826	WT				TRUE	TRUE	TRUE	pamR	wt_exp	wt_exp	168 pAC834	CH			37		0.2	mid-exponential		
SRX3269804	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158166	SRP119754	PRJNA413928	413928	SRS2581513	SAMN07774303	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590908	7774303	GSE104816	GSM2808314	29240826	DydcH				TRUE	TRUE	TRUE	pamR	delydhC_exp	wt_exp	168 pAC834	CH			37		0.2	mid-exponential		
SRX3269805	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158167	SRP119754	PRJNA413928	413928	SRS2581512	SAMN07774302	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590909	7774302	GSE104816	GSM2808315	29240826	DydcH				TRUE	TRUE	TRUE	pamR	delydhC_exp	wt_exp	168 pAC834	CH			37		0.2	mid-exponential		
SRX3269806	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158168	SRP119754	PRJNA413928	413928	SRS2581514	SAMN07774301	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590910	7774301	GSE104816	GSM2808316	29240826	DydcH				TRUE	TRUE	TRUE	pamR	delydhC_exp	wt_exp	168 pAC834	CH			37		0.2	mid-exponential		
SRX3269807	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158169	SRP119754	PRJNA413928	413928	SRS2581515	SAMN07774300	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590911	7774300	GSE104816	GSM2808317	29240826	WT				TRUE	TRUE	TRUE	pamR	wt_stat	wt_exp	168 pAC834	CH			37		1.5	stationary		
SRX3269808	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158170	SRP119754	PRJNA413928	413928	SRS2581516	SAMN07774299	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590912	7774299	GSE104816	GSM2808318	29240826	WT				TRUE	TRUE	TRUE	pamR	wt_stat	wt_exp	168 pAC834	CH			37		1.5	stationary		
SRX3269809	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158171	SRP119754	PRJNA413928	413928	SRS2581517	SAMN07774307	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590913	7774307	GSE104816	GSM2808319	29240826	WT				TRUE	TRUE	TRUE	pamR	wt_stat	wt_exp	168 pAC834	CH			37		1.5	stationary		
SRX3269810	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158172	SRP119754	PRJNA413928	413928	SRS2581518	SAMN07774309	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590914	7774309	GSE104816	GSM2808320	29240826	DydcH				TRUE	TRUE	TRUE	pamR	delydhC_stat	wt_exp	168 pAC834	CH			37		1.5	stationary		
SRX3269811	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158173	SRP119754	PRJNA413928	413928	SRS2581520	SAMN07774308	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590915	7774308	GSE104816	GSM2808321	29240826	DydcH				TRUE	TRUE	TRUE	pamR	delydhC_stat	wt_exp	168 pAC834	CH			37		1.5	stationary		
