	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_corr	passed_replicate_correlations
SRX5621402	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833142	SRP190052	PRJNA530254	530254	SRS4567430	SAMN11309719	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577071	11309719	GSE129161	GSM3701396	31285239.0	168				False	False	False	False	True	True
SRX5621403	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833143	SRP190052	PRJNA530254	530254	SRS4567429	SAMN11309718	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577072	11309718	GSE129161	GSM3701397	31285239.0	168				False	False	False	False	True	True
SRX5621404	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833144	SRP190052	PRJNA530254	530254	SRS4567431	SAMN11309717	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577073	11309717	GSE129161	GSM3701398	31285239.0	168				False	False	False	False	True	True
SRX5621405	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833145	SRP190052	PRJNA530254	530254	SRS4567432	SAMN11309716	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577074	11309716	GSE129161	GSM3701399	31285239.0	168				False	False	False	False	True	True
SRX5621406	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833146	SRP190052	PRJNA530254	530254	SRS4567434	SAMN11309715	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577075	11309715	GSE129161	GSM3701400	31285239.0	168				False	False	False	False	True	True
SRX5621407	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833147	SRP190052	PRJNA530254	530254	SRS4567435	SAMN11309714	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577076	11309714	GSE129161	GSM3701401	31285239.0	168				False	False	False	False	True	True
SRX5621408	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833148	SRP190052	PRJNA530254	530254	SRS4567433	SAMN11309713	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577077	11309713	GSE129161	GSM3701402	31285239.0	168				False	False	False	False	True	True
SRX5621409	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833149	SRP190052	PRJNA530254	530254	SRS4567436	SAMN11309712	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577078	11309712	GSE129161	GSM3701403	31285239.0	168				False	False	False	False	True	True
SRX5621410	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833150	SRP190052	PRJNA530254	530254	SRS4567437	SAMN11309711	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577079	11309711	GSE129161	GSM3701404	31285239.0	168				False	False	False	False	True	True
SRX5621411	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833151	SRP190052	PRJNA530254	530254	SRS4567438	SAMN11309710	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577080	11309710	GSE129161	GSM3701405	31285239.0	168				False	False	False	False	True	True
SRX5621412	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833152	SRP190052	PRJNA530254	530254	SRS4567439	SAMN11309709	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577081	11309709	GSE129161	GSM3701406	31285239.0	168				False	False	False	False	True	True
SRX5621413	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833153	SRP190052	PRJNA530254	530254	SRS4567440	SAMN11309704	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577082	11309704	GSE129161	GSM3701407	31285239.0	168				False	False	False	False	True	True
SRX5621414	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833154	SRP190052	PRJNA530254	530254	SRS4567442	SAMN11309703	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577083	11309703	GSE129161	GSM3701408	31285239.0	168				False	False	False	False	True	True
SRX5621415	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833155	SRP190052	PRJNA530254	530254	SRS4567441	SAMN11309702	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577084	11309702	GSE129161	GSM3701409	31285239.0	168				False	False	False	False	True	True
SRX5621416	2019-07-11 16:57:27	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833156	SRP190052	PRJNA530254	530254	SRS4567444	SAMN11309708	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577085	11309708	GSE129161	GSM3701410	31285239.0	168				False	False	False	False	True	True
SRX5621417	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833157	SRP190052	PRJNA530254	530254	SRS4567443	SAMN11309707	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577086	11309707	GSE129161	GSM3701411	31285239.0	168				False	False	False	False	True	True
SRX5621418	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833158	SRP190052	PRJNA530254	530254	SRS4567445	SAMN11309706	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577087	11309706	GSE129161	GSM3701412	31285239.0	168				False	False	False	False	True	True
SRX5621419	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833159	SRP190052	PRJNA530254	530254	SRS4567446	SAMN11309705	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577088	11309705	GSE129161	GSM3701413	31285239.0	168				False	False	False	False	True	True
SRX5621420	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833160	SRP190052	PRJNA530254	530254	SRS4567447	SAMN11309701	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577089	11309701	GSE129161	GSM3701414	31285239.0	168				False	False	False	False	True	True
SRX5621421	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833161	SRP190052	PRJNA530254	530254	SRS4567450	SAMN11309765	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577090	11309765	GSE129161	GSM3701415	31285239.0	168				False	False	False	False	True	True
SRX5621422	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833162	SRP190052	PRJNA530254	530254	SRS4567448	SAMN11309764	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577091	11309764	GSE129161	GSM3701416	31285239.0	168				False	False	False	False	True	True
SRX5621423	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833163	SRP190052	PRJNA530254	530254	SRS4567449	SAMN11309763	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577092	11309763	GSE129161	GSM3701417	31285239.0	168				False	False	False	False	True	True
SRX5621424	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833164	SRP190052	PRJNA530254	530254	SRS4567451	SAMN11309762	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577093	11309762	GSE129161	GSM3701418	31285239.0	168				False	False	False	False	True	True
SRX5621425	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833165	SRP190052	PRJNA530254	530254	SRS4567452	SAMN11309761	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577094	11309761	GSE129161	GSM3701419	31285239.0	168				False	False	False	False	True	True
SRX5621426	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833166	SRP190052	PRJNA530254	530254	SRS4567453	SAMN11309760	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577095	11309760	GSE129161	GSM3701420	31285239.0	168				False	False	False	False	True	True
SRX5621427	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833167	SRP190052	PRJNA530254	530254	SRS4567454	SAMN11309759	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577096	11309759	GSE129161	GSM3701421	31285239.0	168				False	False	False	False	True	True
SRX5621428	2019-07-11 16:57:28	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8833168	SRP190052	PRJNA530254	530254	SRS4567455	SAMN11309758	SRA868229	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7577097	11309758	GSE129161	GSM3701422	31285239.0	168				False	False	False	False	True	True
SRX5660522	2019-07-01 01:00:26	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8873526	SRP191730	PRJNA531789	531789	SRS4604666	SAMN11382086	SRA871757	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	7624109	11382086				BKE34780				True	True	True	False	True	True
SRX5660523	2019-07-01 01:00:26	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8873525	SRP191730	PRJNA531789	531789	SRS4604668	SAMN11382085	SRA871757	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	7624110	11382085				BKE34780				True	True	True	False	True	True
SRX5660524	2019-07-01 01:00:26	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8873524	SRP191730	PRJNA531789	531789	SRS4604667	SAMN11382084	SRA871757	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	7624111	11382084				BKE34780				True	False	False	False	True	True
SRX5979885	2020-07-01 00:01:55	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR9208864	SRP200609	PRJNA547468	547468	SRS4885522	SAMN11964579	SRA894735	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		CBMSO (CSIC)	0	0.0	8016191	11964579				PKS14	BGSC_ID_1A700, trpC2, amyE::Pspank-rco (spec), pLS20cat			True	False	False	False	True	True
SRX5979886	2020-07-01 00:01:55	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR9208863	SRP200609	PRJNA547468	547468	SRS4885521	SAMN11964578	SRA894735	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		CBMSO (CSIC)	0	0.0	8016192	11964578				PKS11	BGSC_ID_1A700, trpC2, pLS20cat			True	False	False	False	True	True
SRX5979887	2020-07-01 00:01:55	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR9208862	SRP200609	PRJNA547468	547468	SRS4885523	SAMN11964581	SRA894735	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		CBMSO (CSIC)	0	0.0	8016193	11964581				PKS14	BGSC_ID_1A700, trpC2, amyE::Pspank-rco (spec), pLS20cat			True	False	False	False	True	True
SRX5979888	2020-07-01 00:01:55	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR9208861	SRP200609	PRJNA547468	547468	SRS4885524	SAMN11964580	SRA894735	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		CBMSO (CSIC)	0	0.0	8016194	11964580				PKS11	BGSC_ID_1A700, trpC2, pLS20cat			True	False	False	False	True	True
SRX6457409	2019-08-26 14:31:06	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR9699330	SRP215293	PRJNA555096	555096	SRS5116763	SAMN12307001	SRA922374	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	8554041	12307001	GSE134424	GSM3946351	31530675.0	subspecies 3610	WT			True	True	True	False	True	True
SRX6457410	2019-08-26 14:31:06	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR9699331	SRP215293	PRJNA555096	555096	SRS5116762	SAMN12307000	SRA922374	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	8554042	12307000	GSE134424	GSM3946352	31530675.0	subspecies 3610	WT			True	True	True	False	True	True
SRX6457411	2019-08-26 14:31:06	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR9699332	SRP215293	PRJNA555096	555096	SRS5116765	SAMN12306999	SRA922374	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	8554043	12306999	GSE134424	GSM3946353	31530675.0	subspecies 3610	zpdN			True	True	True	False	True	True
SRX6457412	2019-08-26 14:31:06	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR9699333	SRP215293	PRJNA555096	555096	SRS5116764	SAMN12306998	SRA922374	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	8554044	12306998	GSE134424	GSM3946354	31530675.0	subspecies 3610	zpdN_overexpression			True	True	True	False	True	True
SRX6902408	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181005	SRP223228	PRJNA574155	574155	SRS5434305	SAMN12842607	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081556	12842607	GSE138015	GSM4096661		PY79				True	True	True	True	True	True
SRX6902409	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181006	SRP223228	PRJNA574155	574155	SRS5434306	SAMN12842606	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081557	12842606	GSE138015	GSM4096662		PY79				True	True	True	True	True	True
SRX6902410	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181007	SRP223228	PRJNA574155	574155	SRS5434307	SAMN12842605	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081558	12842605	GSE138015	GSM4096663		PY79				True	True	True	True	True	True
SRX6902411	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181008	SRP223228	PRJNA574155	574155	SRS5434308	SAMN12842604	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081559	12842604	GSE138015	GSM4096664		PY79				True	True	True	True	True	True
SRX6902412	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181009	SRP223228	PRJNA574155	574155	SRS5434309	SAMN12842602	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081560	12842602	GSE138015	GSM4096665		PY79				True	True	True	True	True	True
SRX6902413	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181010	SRP223228	PRJNA574155	574155	SRS5434310	SAMN12842601	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081561	12842601	GSE138015	GSM4096666		PY79				True	True	True	True	True	True
SRX6902414	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181011	SRP223228	PRJNA574155	574155	SRS5434311	SAMN12842600	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081562	12842600	GSE138015	GSM4096667		PY79				True	True	True	True	True	True
SRX6902415	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181012	SRP223228	PRJNA574155	574155	SRS5434312	SAMN12842599	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081563	12842599	GSE138015	GSM4096668		PY79				True	True	True	True	True	True
SRX7176371	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487157	SRP230442	PRJNA590226	590226	SRS5683252	SAMN13321629	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425832	13321629	GSE140605	GSM4175115	32117169.0	168	trp+			True	True	True	True	True	True
SRX7176372	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487158	SRP230442	PRJNA590226	590226	SRS5683253	SAMN13321627	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425833	13321627	GSE140605	GSM4175116	32117169.0	168	trp+			True	True	True	True	True	True
SRX7176373	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487159	SRP230442	PRJNA590226	590226	SRS5683254	SAMN13321626	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425834	13321626	GSE140605	GSM4175117	32117169.0	168	trp+			True	True	True	True	True	True
SRX7176374	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487160	SRP230442	PRJNA590226	590226	SRS5683255	SAMN13321625	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425835	13321625	GSE140605	GSM4175118	32117169.0	168	trp+			True	True	True	True	True	True
SRX7176375	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487161	SRP230442	PRJNA590226	590226	SRS5683256	SAMN13321631	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425836	13321631	GSE140605	GSM4175119	32117169.0	168	trp+			True	True	True	True	True	True
SRX7176376	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487162	SRP230442	PRJNA590226	590226	SRS5683257	SAMN13321630	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425837	13321630	GSE140605	GSM4175120	32117169.0	168	trp+			True	True	True	True	True	True
SRX7354731	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677703	SRP174365	PRJNA511580	511580	SRS5814106	SAMN13549502	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638304	13549502	GSE124307	GSM4216707	32313019.0	NCIB 3610	WT			True	True	True	True	True	True
SRX7354732	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677704	SRP174365	PRJNA511580	511580	SRS5814111	SAMN13549501	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638305	13549501	GSE124307	GSM4216708	32313019.0	NCIB 3610	WT			True	True	True	True	True	True
SRX7354733	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677705	SRP174365	PRJNA511580	511580	SRS5814109	SAMN13549500	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638306	13549500	GSE124307	GSM4216709	32313019.0	NCIB 3610	WT			True	True	True	True	True	True
SRX7354734	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677706	SRP174365	PRJNA511580	511580	SRS5814110	SAMN13549499	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638307	13549499	GSE124307	GSM4216710	32313019.0	NCIB 3610	WT			True	True	True	True	True	True
SRX7354735	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677707	SRP174365	PRJNA511580	511580	SRS5814114	SAMN13549498	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638308	13549498	GSE124307	GSM4216711	32313019.0	NCIB 3610	Single tasA mutant			True	True	True	True	True	True
SRX7354736	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677708	SRP174365	PRJNA511580	511580	SRS5814112	SAMN13549497	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638309	13549497	GSE124307	GSM4216712	32313019.0	NCIB 3610	Single tasA mutant			True	True	True	True	True	True
SRX7354737	2020-03-25 17:13:59	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677709	SRP174365	PRJNA511580	511580	SRS5814113	SAMN13549496	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638310	13549496	GSE124307	GSM4216713	32313019.0	NCIB 3610	Single tasA mutant			True	True	True	True	True	True
SRX7354738	2020-03-25 17:13:59	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677710	SRP174365	PRJNA511580	511580	SRS5814115	SAMN13549495	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9638311	13549495	GSE124307	GSM4216714	32313019.0	NCIB 3610	Single tasA mutant			True	True	True	True	True	True
SRX7389887	2019-12-17 06:39:12	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR10709535	SRP237815	PRJNA510544	510544	SRS5838520	SAMN10791838	SRA1012950	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		HUAIYIN INSTITUTE OF TECHNOLOGY	0	0.0	9675182	10791838				Bs916				True	False	False	False	True	True
SRX7389888	2019-12-17 06:39:12	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR10709534	SRP237815	PRJNA510544	510544	SRS5838521	SAMN10791839	SRA1012950	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		HUAIYIN INSTITUTE OF TECHNOLOGY	0	0.0	9675183	10791839				bl				True	False	False	False	True	True
SRX7389889	2019-12-17 06:39:12	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR10709533	SRP237815	PRJNA510544	510544	SRS5838522	SAMN10791840	SRA1012950	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		HUAIYIN INSTITUTE OF TECHNOLOGY	0	0.0	9675184	10791840				bl+BL				True	False	False	False	True	True
